id	target_txt	prediction
3170  01288a8a-6660-484b-ad59-4de7313c887e.flac	ich bin der target text	für kinder ist ein wenig masserschneides beliebt zu spielen
5258  1cccaffd-b3ea-442d-adea-85be608c4883.flac	ich bin der target text	wir tragen diesen bruttoin
4767  be3f0c81-e4fd-4ca5-800e-36ec53bbaad8.flac	ich bin der target text	oberaargau diese viermal geschwierigkeiten hätten
5040  a192a6f4-6cb9-4c3e-9fb1-fe0290278636.flac	ich bin der target text	sie haben den geak in ein preis so gehabt
906  05c322c0-176e-4e11-bca5-73046e049d61.flac	ich bin der target text	ich möchte allerdings erfolgungen und grossrätin geissbühlerstrupler geben
1103  3ae0f513-dca0-41d5-a3d6-dece0eeca2bd.flac	ich bin der target text	die unterliegen sind drei lappit
3329  230a4636-2ac9-48a9-aa11-57e53262b9dd.flac	ich bin der target text	er wird später eingetroffen
899  7757ca28-8f52-4843-beac-53af2dec9fa4.flac	ich bin der target text	die sik und dauer ist die sohne des prästischen
1379  e9a0d34f-ef7b-4f4d-8d77-e673465cdf20.flac	ich bin der target text	dieser sehe ich jetzt zum anderen grund
5259  c2d66e13-8a03-4910-a410-1a2f3d364f91.flac	ich bin der target text	was zählt deutlich die reiche heraus
973  2e97f741-48fb-4b48-805c-a2d58cc6b304.flac	ich bin der target text	kommissionspräsident der fiko
2208  56c4ef47-14d0-481f-9628-fcfd3ee9025c.flac	ich bin der target text	aber jetzt zum kern meiner frage
4591  00b10b53-feec-4a66-bef0-4447a8ab1f58.flac	ich bin der target text	ich begrüsse diese richtlinien sehr
3341  59304d0b-9a31-41eb-9249-865b574789f1.flac	ich bin der target text	keine verschiedenen massiven
5056  100e6567-0703-40f7-97ae-b3421c56a7f4.flac	ich bin der target text	sie ist über die landsliste ihre partei gewählt worden
1695  898e490f-2314-4fab-8a3e-ba37a20ab6bd.flac	ich bin der target text	in der antwort kann nur anschauen
174  d7adcf5a-2a54-4d9e-b86f-741f9f5ed102.flac	ich bin der target text	da muss klar nicht herrschen wie das weitergehen soll
5705  02616b4b-70d4-40f0-a918-559d1c2cf6c2.flac	ich bin der target text	das ist aus und vorbei
4062  a50bd810-0429-4623-bf7c-6af1f9132c9e.flac	ich bin der target text	danach liegt seit österrecht vom zentrum
266  fde0222e-49c5-4458-a089-cfa315ad5652.flac	ich bin der target text	soweit also die guten ankrichten
3830  ff636ae9-7164-41c4-a0e8-be00d36263cf.flac	ich bin der target text	die swissskills sind gewöhnt
5063  966e2faf-4e60-4331-b4f1-e6a2cf368c89.flac	ich bin der target text	das ist nicht der fall
5700  81f04326-7965-4da2-bd8f-7f95ae53c794.flac	ich bin der target text	er ist auch verwandt worden
3167  206aa022-c2e5-4101-9f69-ece1558699a5.flac	ich bin der target text	das hat hier nicht geschehen der werbe gesagt
4135  b05f061a-d7c9-42a2-b13b-8ff90bb8bc18.flac	ich bin der target text	es wurde berücksichtigt
5421  ce57929a-6f02-4cc6-8fb5-bc16824ec1b0.flac	ich bin der target text	wir sagen den tot aber nicht zu anderen
1975  83f66453-493f-476b-a28a-f9e02f0a4f08.flac	ich bin der target text	unsere einzige wahl ist dagegen zu stimmen
2517  716f35bf-60a3-4904-9698-518f00478e33.flac	ich bin der target text	deshalb ist der spielball jetzt wieder beim rat
389  b7bab98b-e74a-4f72-893d-a625dce2e461.flac	ich bin der target text	der legale status ist unklärt
3049  f000ae8a-92b8-4d2a-9f6a-04a986447dcb.flac	ich bin der target text	diese mode ist nachher schnell verschwunden
4977  20191be2-b5b2-40f9-9f56-4e0e651506ce.flac	ich bin der target text	der stand hinter den tabellen
5547  f676418e-dded-4f7d-a0dd-fd0d4ffbb597.flac	ich bin der target text	der hausring ist breit und weise
1905  9426142c-c3d7-4340-9ea1-f5677619ab73.flac	ich bin der target text	die liga depitierte debitte
2174  a7b0680b-bb14-4557-9bf2-1d7490bc7919.flac	ich bin der target text	wir haben dies verschiedene male erlebt
4010  c0e135ed-8683-4762-8af9-fda4174b33b7.flac	ich bin der target text	jetzt ist einfach noch ein vorband
3793  7393cf95-cb47-46f2-ad55-e5c4468ce358.flac	ich bin der target text	für die grossen angewiesenen not
1389  9bec7c32-061c-4542-a0ce-875e8ab37bae.flac	ich bin der target text	die vol bringen wir sehr unterlegen müssen
4482  ce9893b1-7704-4dc6-b468-d1ef5b0aace6.flac	ich bin der target text	wir werden ja gesehen
324  056e974f-fad6-49c2-bb16-9cb0a82ad6ca.flac	ich bin der target text	damit wird doppelte arbeit vermieden
2969  aaf9dc2a-80bc-43c3-a989-01d89541a1c4.flac	ich bin der target text	kommissionspräsident der gsok
3195  1eee2128-ccf2-46d4-abb6-19d4bb4b2ed3.flac	ich bin der target text	jeden momen wird dieses prinzip der motion braucht
2224  f77b1784-6b93-41e7-b8f5-223c34134a6c.flac	ich bin der target text	dieser ist kaum von pfarrerwuchs bedeckt
3934  8771f316-11cf-40a1-b065-e40ffdf9219a.flac	ich bin der target text	sie haben den weiteren gehört
4985  07e7ff71-2087-4dac-bb27-d7ab0271e013.flac	ich bin der target text	ich habe noch aus unserer sammlung kühlschrank
5428  355f0702-fa87-4c09-8b0a-cc0a5c378aba.flac	ich bin der target text	zum zweiten punkt
5018  020765be-7921-4008-a463-cf4731fd8f6b.flac	ich bin der target text	der erste blick ist besonders erreicht
3719  2dfa81df-6556-415f-ba00-99f709fcd2c9.flac	ich bin der target text	bei dieser planungserklärung lehnen wir ab
2928  8fed9ded-732a-4bbd-a6e6-5cd8c7ed5441.flac	ich bin der target text	diese lesung beraten wir
3495  4e4b876d-433c-4df2-b66d-2c98d815a629.flac	ich bin der target text	sie bildet nicht zonen
2849  1df83feb-4208-4a8b-9873-1aff7a84fd23.flac	ich bin der target text	in den letzten jahren gewinnen wir den ursprung begehrstellung
401  3f15be7b-7128-4b2e-a704-dad3fa9541b6.flac	ich bin der target text	auch viele viehe wo ich ernst enthalten habe
2425  83ca6357-fc5e-4946-9412-15a11134f58b.flac	ich bin der target text	ich möchte hier ein punkt sein
3951  b3a13866-baaa-48d6-923b-11097531f8f8.flac	ich bin der target text	es bedeutet nichts dass wir massnahmen gerade die lohnwirtschaft ergriffen werden
192  cb70457a-0700-4b28-9f1b-12a27fd6dac7.flac	ich bin der target text	die liegen angepasst
1782  e86268c1-928e-4f86-ac83-71b0f2b55e07.flac	ich bin der target text	sie ist ja der grund für kundruhe in den säulichen mittelmehrländern
2511  5071c27e-3c98-4862-959d-b3ccfe61eccf.flac	ich bin der target text	das reicht davor was man diesen unterversteht
3055  78299278-40c7-4abd-a16a-2d4291435d87.flac	ich bin der target text	anfang einer stersekretären gesellschaft gesehen
3286  24856d4a-9a2a-4869-acf3-d62e601c64cc.flac	ich bin der target text	sie halten ihre beziehung der öffentlichkeit
2143  6ff91797-62e7-4264-a14a-e60e0c889e51.flac	ich bin der target text	hier gibt es ein zächercheningebaugebiet für weissviele
5283  c858c215-4d05-476d-9c86-6659351fda19.flac	ich bin der target text	dieser kurz dickschnabel ist volksgeführt
3879  e0fbe2c8-894f-4882-bb85-154e46374e8f.flac	ich bin der target text	der verursacher konnte mich mitglied werden
3810  4f46fac4-de8f-45da-b93a-5d78c85af290.flac	ich bin der target text	die themen sind jetzt bereits über den hess grund
4406  7e33cec7-cd4a-4fed-86c3-bb2c69e58a4e.flac	ich bin der target text	sie haben eine prüfung eines abliegens
4005  cadd24eb-951e-4be7-b53d-86d1b2cc16c4.flac	ich bin der target text	im juli gibt es sogar sternbedeckungen
2484  469eee86-1d4d-47a6-b31f-132cd1274867.flac	ich bin der target text	er liegt in der landschaft mann und rendlekone eines seines
2631  da38b9aa-162b-45b4-9761-6b5fdb8ec5cb.flac	ich bin der target text	wir müssen das klären
3215  1cd04c4d-3aae-4603-97c8-c4aa97b339c4.flac	ich bin der target text	durch diesen rat lysst gespräche
2725  0c79a85f-88b5-423c-b49d-c3747c89536b.flac	ich bin der target text	herr selbst erlebte gesamtausgaben nicht mehr
4407  6e4c69a9-9882-44bc-b0ae-03f58a22086f.flac	ich bin der target text	wir haben den abschreibungsland riminiert
4352  3d0d9391-e591-45d7-9248-eb45b6b0c5ac.flac	ich bin der target text	punkt zum schluss noch etwas
116  ec00a276-14f4-4d4f-8330-a4658650f692.flac	ich bin der target text	jahrelang hat der konkrete system liegen verpacht
1173  f7a956a6-b4a7-4eda-b2bb-e1b846a4890f.flac	ich bin der target text	das problem ist somit konkretisierung und kriterien
384  f6dfd82d-e369-4315-9284-eea5ab39a6fc.flac	ich bin der target text	ich halte dies für unverantwortlich ab
3937  bdda3719-7994-4215-862d-196328221bf7.flac	ich bin der target text	dabei war die unterstützung marscht sehr konkret gewesen
31  ec17139a-5669-4618-b693-67facb8defa1.flac	ich bin der target text	die neue barkollage findet sich noch einer kommission
2784  bfd1e63e-3cb9-43b3-b73d-21fef32366ac.flac	ich bin der target text	ihre eltern waren cokus athisten
783  4d242698-e8c1-4388-af82-fd9253f580f6.flac	ich bin der target text	die etwa eine höhe befindet sich von einem rollen
3717  7be5ed20-d4eb-4959-9843-c1afa6e77d9a.flac	ich bin der target text	sie waren auch in dieser richtung
1967  863ae392-08bb-4491-aa74-363637c3e19d.flac	ich bin der target text	er hat mit einem anpann sympathisiert
1934  328505fc-2b2e-4452-8407-3b562515f26a.flac	ich bin der target text	deshalb sind im augenblick keine verhandlungen geplant
4947  b08062db-3146-4f46-ad71-e648db8799d8.flac	ich bin der target text	lassen sie mich mit einem anderen punkt rennen
79  e9ca4416-3cf6-462d-af00-4b1e55b45d62.flac	ich bin der target text	sie sind in eine ganz rundkofen breit
519  d4318dbc-f679-48e2-bef7-e319861c547a.flac	ich bin der target text	im frühling ist tut noch schwach digmentiert
4560  edfe75ac-61a9-410a-ae87-67f0c7ad4f54.flac	ich bin der target text	er hat seine kindheit dass dies meine armen möglich bestätigen wird
756  5c58a385-321b-4464-8202-a58f4a7153c6.flac	ich bin der target text	aufgefüllt wird mit kleinstbrühen aufgefüllt
2598  bda0b61e-1c96-47c5-9807-8a3bbd4391ac.flac	ich bin der target text	ach so regierungsrätin die analog sind sie explaxide
4143  e0056792-bd2c-4b99-8c3b-b2fac35ef4b6.flac	ich bin der target text	aber jetzt wird diese scher auf der röllstuhl angewiesen
3088  b34b4dbc-41e5-4ec6-8f54-f69da00f774a.flac	ich bin der target text	mich sehe ich einen stillenden mütter aus
5478  c54e2d7a-328e-4d6c-8e7c-6f0f3ce0774d.flac	ich bin der target text	auf ihn führt keinen markierten weg
5168  e5ea538c-8097-4372-a7cc-45c94250afde.flac	ich bin der target text	herverlagt die wohnung
2551  8808dd88-5325-4feb-876a-ef902fddbe3e.flac	ich bin der target text	ein elektrischer aufenthalt in sancar meines jahres
4376  7c275029-f04f-484f-b461-63cbc0a1e8b9.flac	ich bin der target text	es gilt einige lücken zu beschliessen
337  a0094388-4457-48b4-ab6e-ce9f701e5130.flac	ich bin der target text	die etappe ist nachher immer angetreten
236  2d85162f-eaa8-4f8d-a7c0-926050f28e18.flac	ich bin der target text	das könnte die tausenden von menschen ein herbliches etappen
5079  ce49fe0b-f07d-4505-818f-8eb4683c6934.flac	ich bin der target text	sehr grosse flughäfen gibt auch lengstes für pilota
2179  1a30ca05-6d56-4afc-b166-551fdc05c5e8.flac	ich bin der target text	schliesslich meldet sich misteriöse misteriöse mister
4924  8a36cde6-b3e4-4638-950a-ebef79c34078.flac	ich bin der target text	kopf hucht ausstausen
2635  21a4d8bb-33ed-4860-bfa9-abcc4d570006.flac	ich bin der target text	die jakob etter wurde dann autobahnrost geworden
3070  ccc2fb17-2424-42c2-9076-34eb9c6ef7f4.flac	ich bin der target text	die erhandlungen laufen jetzt aber nach langem sam
2795  2d52cb25-a267-4c0a-9682-243af18bff0d.flac	ich bin der target text	noch ein paar sagen dass das rahmen durchaus erlaubt sei
2270  00cb5b8b-ce09-4b45-bfd7-ed130ac5e6b0.flac	ich bin der target text	sie wissen sie dass sich recht haben
5247  264379e7-3c08-4c0d-ad25-c2d80d4c4629.flac	ich bin der target text	jedoch war ich für dieses amt die schichtweg bezahlt
1391  9188faf3-bb0c-49ae-97ca-2ee71c0531b8.flac	ich bin der target text	nikolawendig wird ihnen diese massnahme abgeben
4538  acb9c64e-bb7e-4520-a443-d20319a2a90e.flac	ich bin der target text	es ist nur grosser dank verloren gekommen
227  dceec9d1-223b-49e8-8789-3432a435fea3.flac	ich bin der target text	er ist nicht verletzt worden
8  23c87f14-ba2b-4836-94d8-04798e650eb6.flac	ich bin der target text	dies hat der landschaftsbild von der ebene angelangt
3111  b2f287f3-a61b-4ad0-be12-425461369c2f.flac	ich bin der target text	ausser dem aufkommt natürlich das wächst
4959  259780cc-75bc-4c30-b3ec-e3bbc6e0542d.flac	ich bin der target text	der uhrliche und dies auf fünfer aus dem peck hinaus
4496  9cd8f054-3ca8-44bd-8a37-b06c4b13500f.flac	ich bin der target text	das siedenkriterium ist das bild von rücklagen
3517  5e6dd588-ba06-4408-9aa6-ba2f15404833.flac	ich bin der target text	die liste der burgen und des schlüssels
1323  e10f8ccd-f232-421c-9503-be4c651cf1d0.flac	ich bin der target text	auf der rückseite sind schon kurzer text ligraliert
5067  24d44360-d292-4f6f-ae9d-4bd22f5c5743.flac	ich bin der target text	ich überlasse in einem punkt 3 urstrili offen
3925  295536a5-11f1-4b76-a010-5809adaca4c5.flac	ich bin der target text	als mostil ist nicht an das haus getreten
1481  997137e5-e728-4dd2-acef-cd3b823083d2.flac	ich bin der target text	während drei jahren hätten sie dieses amt gesetzt
1786  6e08ce1c-f3e8-4235-9cbc-3388afcc9c65.flac	ich bin der target text	er sitzt man etwas cato ist der rue chus seit jahren
4443  9052dc5a-7a98-479b-93f7-6704680c3269.flac	ich bin der target text	dies widerspricht dem geist der finanziellen vorausschau
5487  856dcd5c-086b-4425-93a9-2fe2a98d6ddc.flac	ich bin der target text	es gibt keine gründe
595  a2cbc766-437e-4093-8cee-18dd9642ce9d.flac	ich bin der target text	wir werden dies in diesem sinn richtig stellen
3665  05360f5b-3e64-43b2-80f6-e6310c1f1441.flac	ich bin der target text	für sehe ich leistungen einen ökonomen
3801  6481c723-e6db-4e65-a291-fd6ba14341c1.flac	ich bin der target text	dies führen plus dem angriff ins horm
1217  57429197-5a26-4fc1-adbb-96c140c953a7.flac	ich bin der target text	die taxik des fussachtwerdens durch
744  f63ba47e-21ba-4a19-ae96-7666b8a18976.flac	ich bin der target text	am besten nehmen wir den antrag an
730  f0ed3a28-a2f7-4eb8-9d67-6647f70b5643.flac	ich bin der target text	das halten wir für falsch
2039  99edc847-8288-4fa9-a056-d8b0057a90a3.flac	ich bin der target text	andererseits ist natürlich eine beste wegung noch zu helfen
4733  8bb9f06f-3658-430e-ba60-3bc2a246594b.flac	ich bin der target text	franziskuss in der leitung von organisation
1061  d0a3752f-dff9-4292-a344-072609ce0075.flac	ich bin der target text	ich habe ihnen auch mich zu diesem fall noch einmal geäussert
2607  a75e2ef1-cbbc-4030-9aac-11f74c6d2c28.flac	ich bin der target text	es liegt noch der westliche von neubrandenburg vor
4923  b5555306-e2c5-4922-9208-a3c2d28ce714.flac	ich bin der target text	die nachfrage hat mich einfach besitzer geweselt
253  8eefde2e-f43e-481c-aefe-6ac0c67c1f8b.flac	ich bin der target text	abweichendes verhalten ist dort unerwünscht
2301  3382f215-d6d0-4fe7-bc4b-477e65c8c340.flac	ich bin der target text	diese ist aber nicht mehr fertiggestellt worden
5324  9b3beb2f-8375-4ada-b409-c076b816db0d.flac	ich bin der target text	er ist schliesslich frei gesprochen worden
1455  14cb27d8-602b-436d-a690-e7394f568dde.flac	ich bin der target text	die kinder campus wieder rapiert zu werden
3841  dcc37233-5ef4-4a6d-8d2c-926d3b03eee5.flac	ich bin der target text	ich denke es gibt drei gründe für diesen bericht
5483  af33e15e-ed44-4351-b9a0-f2b77ab3a019.flac	ich bin der target text	dort hat eine prüfung zum mittelschullehrer gemacht
2221  a00bbf36-52bf-491b-9650-fb1fbff59952.flac	ich bin der target text	sie haben das vollkommen recht gehabt
5212  48897243-2a71-4c11-8690-a039f573b8c7.flac	ich bin der target text	dieser motorialkonzept staltet sich nicht einfach
5261  d045820c-ce8f-4566-8262-767e78adbfaf.flac	ich bin der target text	entsprechende informationen und inneratskraxen auszuliegen
5455  ec16accf-1374-4457-9598-a775fdcbcd6e.flac	ich bin der target text	seit diesem steigen die einwohnerzähler sondern sprechen auch
5032  bd43e0a0-247c-4171-a644-32b34c73a463.flac	ich bin der target text	die sprache ist jedoch stabil
1344  052e4ebe-72a0-4398-bd6a-32e8d9534022.flac	ich bin der target text	keine wortmeldungen hofe ich an den median kohler an
2355  5e47b5d6-937c-4a0a-b75e-5c78e5d5b0aa.flac	ich bin der target text	die bik sind verschuldet
951  64e476b0-1287-41b6-a240-a65eb7879184.flac	ich bin der target text	ein platz zum grössten erfolgsinneren geschichten
3028  f9468f9d-9899-4b8e-a87d-ff05b7c1c553.flac	ich bin der target text	fast alle ihrer oberfläche liegen auf dem golandhöher
197  fc8f511c-7ec8-42fc-a8a5-9f319396f773.flac	ich bin der target text	eine oder in fontariereglemente
3601  ccbcc387-f031-48ed-a2b4-1c7c5e808a59.flac	ich bin der target text	der aktuelle amtssinaber ist einmal rissionsmacki
5604  b24b3e49-7053-41c3-8060-12873f34b88f.flac	ich bin der target text	kilodank herr frau regierungsrat schnegg
326  e8d6ccf7-5490-4a06-b152-6b98e4877f9f.flac	ich bin der target text	ich persönlich bevorzuge als mehrheitswahlrecht
731  f2df4abd-72dc-46f5-9f9d-db3db7a1e99f.flac	ich bin der target text	für mich liegt die antwort auf den händen
4873  bd978bf8-a68f-4c7e-a48b-0193649f2f29.flac	ich bin der target text	ich erkläre deshalb mehrheitlich aus meiner sicht
2291  80113fd4-99ae-47d1-9af0-06025feebad9.flac	ich bin der target text	wir kommen zum themenblock 7a und vielen krediten
4673  afe0d99a-7cb9-4684-85ef-4aea36db0651.flac	ich bin der target text	im gegenzug geht es an die veröffentlichung der sicherheit
2796  34af2725-6563-46b4-b632-f8beafe7d8b9.flac	ich bin der target text	die teilnehmenden lehnen wir eine grundsätze an grossrat und die daran ab
4876  55e3b4ee-3200-408f-93ad-536782dd369e.flac	ich bin der target text	wir wollen den aufwand einen zwischenbericht vorlegen
1529  4f7d030e-2a98-4013-8dfc-eb2f2068629a.flac	ich bin der target text	dieses spiel hat sie verlogen
2101  31eaacef-c79a-4d22-b6ba-c8779b38f891.flac	ich bin der target text	die problematische ziele einer ähnlich gelesen wird
4423  9e527410-3240-432e-81b5-18aab0489e48.flac	ich bin der target text	es liegt die infoachen lände
2773  694965ba-a5c1-4630-8e27-07ed40ad7cec.flac	ich bin der target text	die anscheinende rund nie das thema sind nicht mehr gekünkt
1132  59542f3a-b630-4a96-a868-f9cfcfe2cb46.flac	ich bin der target text	kommissionspräsident der fiko
4238  12647362-6e36-4d0d-85e7-ef3df037bb40.flac	ich bin der target text	die gemeinden waren in riesekommen in punkten
4336  f81bf616-d66c-4911-9e87-baf20ed04565.flac	ich bin der target text	vorhin der stelle sind uns geburgelt
5617  88e3bbb5-a192-4ae5-a26f-925b766c664d.flac	ich bin der target text	die witze besorgte besorgt weil die stadt jon halb leer war
5618  64fa2447-6143-4a22-b2f0-853e1d6599b3.flac	ich bin der target text	die liste mechanische schriftsteller
3117  0ee0725f-edb3-49c3-b1cb-4a7c34c2da93.flac	ich bin der target text	die prüfung ist noch nicht abgeschlossen
5320  046327fb-8df0-4103-b71d-8f56dd513da2.flac	ich bin der target text	ich danke herzlich für die ruhe
874  6f684f70-1492-4cd3-affd-dc534aed01eb.flac	ich bin der target text	die erp produziert diese mann legt das scheleben
