id	target_txt	prediction
4903  526af2cf-e8c7-444c-917c-792823536821.flac	ich bin der target text	sie werden sowohl schon lösungen gehabt haben
4779  85a94506-9291-4e3c-8551-b8ec6543d0c2.flac	ich bin der target text	die sitzung der hochschule thun
2489  4b8d1bca-1526-4be7-892f-581329e1c7e2.flac	ich bin der target text	du hast grossrätin als lehrperson dahingegen nutzen
2054  7a4edc5f-b744-4f0b-8f28-b0b1dd59bd2c.flac	ich bin der target text	ich glaube dass dies nicht konzeptioniert wird
2922  f9d729d5-2919-41c6-89b2-ea698357eb96.flac	ich bin der target text	wir sind entfolgt in angenommenen liberalen diskussionen
4911  3298d40c-6837-43fd-b8cf-c46d3c19184e.flac	ich bin der target text	mich hatten sie bei der besten universität und versucht
5498  3e7f6d9c-07d8-4c8d-9b5b-f55bce7b58a8.flac	ich bin der target text	diesen liegen wir vor der mund
3863  8ebfa1b3-c92d-43c9-9740-20abdd15e392.flac	ich bin der target text	sie hat am britischen kinderrahmen redezeit
4581  257bb77f-0304-4160-b95a-e6687890ce4d.flac	ich bin der target text	das hat also ihr wie uns einen leuchtturm
1127  ebd48ea4-1cac-44e8-8eac-a891facd5191.flac	ich bin der target text	die mitteplanung sind schuldium bern
2175  8bcd54bb-6eed-46f7-8860-18233ff28484.flac	ich bin der target text	aber wir haben es von ihnen gehört
3170  01288a8a-6660-484b-ad59-4de7313c887e.flac	ich bin der target text	früher ist klimaschinen espielt gespielt
5258  1cccaffd-b3ea-442d-adea-85be608c4883.flac	ich bin der target text	aber ich werde mich nicht mehr brauchen
4767  be3f0c81-e4fd-4ca5-800e-36ec53bbaad8.flac	ich bin der target text	aber ich habe hier drin morgen schwierigkeiten gesprochen
5040  a192a6f4-6cb9-4c3e-9fb1-fe0290278636.flac	ich bin der target text	die regierung gehen hier in ein presson
906  05c322c0-176e-4e11-bca5-73046e049d61.flac	ich bin der target text	aber ich möchte sie alle dies erfolgen und glauben legen
1103  3ae0f513-dca0-41d5-a3d6-dece0eeca2bd.flac	ich bin der target text	die unterliegten ist drei jahre bitte
3329  230a4636-2ac9-48a9-aa11-57e53262b9dd.flac	ich bin der target text	sie haben hier einmal gute leute getroffen
899  7757ca28-8f52-4843-beac-53af2dec9fa4.flac	ich bin der target text	die sik und dauer ist sowohl vom prestiv
1379  e9a0d34f-ef7b-4f4d-8d77-e673465cdf20.flac	ich bin der target text	dies sehe ich jetzt am anderen grundstück
5259  c2d66e13-8a03-4910-a410-1a2f3d364f91.flac	ich bin der target text	ich war es geteilte detaillische neuhausgleich
973  2e97f741-48fb-4b48-805c-a2d58cc6b304.flac	ich bin der target text	die kapitalisierung ist eine sehr geschehene
2208  56c4ef47-14d0-481f-9628-fcfd3ee9025c.flac	ich bin der target text	jetzt zum kern der hinterfragen
4591  00b10b53-feec-4a66-bef0-4447a8ab1f58.flac	ich bin der target text	die bak übergrüssen diese richtlinien sehr
3341  59304d0b-9a31-41eb-9249-865b574789f1.flac	ich bin der target text	die abklärung ist kein reserven massiv
5056  100e6567-0703-40f7-97ae-b3421c56a7f4.flac	ich bin der target text	sehr schwierig wurde die landesliste in der partei gewählt
1695  898e490f-2314-4fab-8a3e-ba37a20ab6bd.flac	ich bin der target text	sie haben ihre antwort von nur ja geschaut
174  d7adcf5a-2a54-4d9e-b86f-741f9f5ed102.flac	ich bin der target text	da muss klar nicht herrschen wie es auch weitergehen
5705  02616b4b-70d4-40f0-a918-559d1c2cf6c2.flac	ich bin der target text	aber es ist uns und verbieten das wort
4062  a50bd810-0429-4623-bf7c-6af1f9132c9e.flac	ich bin der target text	die heizung österreich vom zentrum
266  fde0222e-49c5-4458-a089-cfa315ad5652.flac	ich bin der target text	soweit also die guten nachrichten
3830  ff636ae9-7164-41c4-a0e8-be00d36263cf.flac	ich bin der target text	sie sind sicher gewünscht
5063  966e2faf-4e60-4331-b4f1-e6a2cf368c89.flac	ich bin der target text	somit haben sie sich liebe kleinen auch
5700  81f04326-7965-4da2-bd8f-7f95ae53c794.flac	ich bin der target text	die verwandten schon angst
3167  206aa022-c2e5-4101-9f69-ece1558699a5.flac	ich bin der target text	wie hat es nicht geschehen wieder gesagt
4135  b05f061a-d7c9-42a2-b13b-8ff90bb8bc18.flac	ich bin der target text	vielleicht wurde es berücksichtigt
5421  ce57929a-6f02-4cc6-8fb5-bc16824ec1b0.flac	ich bin der target text	wir sagen der dold aber nicht gesamthaft
1975  83f66453-493f-476b-a28a-f9e02f0a4f08.flac	ich bin der target text	die unsere einzige wahl ist dagegen zu stimmen
2517  716f35bf-60a3-4904-9698-518f00478e33.flac	ich bin der target text	deshalb ist das spielbau jetzt beim rat
389  b7bab98b-e74a-4f72-893d-a625dce2e461.flac	ich bin der target text	der legale status ist eng geklärt
3049  f000ae8a-92b8-4d2a-9f6a-04a986447dcb.flac	ich bin der target text	was die gymnasium mädchen ist schnell erschwunden
4977  20191be2-b5b2-40f9-9f56-4e0e651506ce.flac	ich bin der target text	sie sind bestandteile tabäler
5547  f676418e-dded-4f7d-a0dd-fd0d4ffbb597.flac	ich bin der target text	der hausringer ist breit und weiss
1905  9426142c-c3d7-4340-9ea1-f5677619ab73.flac	ich bin der target text	das niko deponierte hat deponiert
2174  a7b0680b-bb14-4557-9bf2-1d7490bc7919.flac	ich bin der target text	wir haben das verschiedene mal erlebt
4010  c0e135ed-8683-4762-8af9-fda4174b33b7.flac	ich bin der target text	dies ist einfach nur ein vorband
3793  7393cf95-cb47-46f2-ad55-e5c4468ce358.flac	ich bin der target text	sie haben grossen alles in einem ort
1389  9bec7c32-061c-4542-a0ce-875e8ab37bae.flac	ich bin der target text	deshalb bringen wir sie eine unterlegung
4482  ce9893b1-7704-4dc6-b468-d1ef5b0aace6.flac	ich bin der target text	aber wir werden ihn sehen
324  056e974f-fad6-49c2-bb16-9cb0a82ad6ca.flac	ich bin der target text	damit werden wir goppelte arbeit vermieden
2969  aaf9dc2a-80bc-43c3-a989-01d89541a1c4.flac	ich bin der target text	und herzlich willkommen hier raden
3195  1eee2128-ccf2-46d4-abb6-19d4bb4b2ed3.flac	ich bin der target text	ich gehe hier nur die diskussion gemacht
2224  f77b1784-6b93-41e7-b8f5-223c34134a6c.flac	ich bin der target text	dieser ist muri auf pfanzenwuchs bedeckt
3934  8771f316-11cf-40a1-b065-e40ffdf9219a.flac	ich bin der target text	diese werden sicher eine chlouden abgeben
4985  07e7ff71-2087-4dac-bb27-d7ab0271e013.flac	ich bin der target text	das habe ich noch eine sammlungskühlschranke
5428  355f0702-fa87-4c09-8b0a-cc0a5c378aba.flac	ich bin der target text	sie haben alle punkte erwähnt
5018  020765be-7921-4008-a463-cf4731fd8f6b.flac	ich bin der target text	der erste blick ist persönlich erwähnt
3719  2dfa81df-6556-415f-ba00-99f709fcd2c9.flac	ich bin der target text	und das ist ein höherer hinterordnung
2928  8fed9ded-732a-4bbd-a6e6-5cd8c7ed5441.flac	ich bin der target text	sie lassen sich bernhard ruchti lesen
3495  4e4b876d-433c-4df2-b66d-2c98d815a629.flac	ich bin der target text	sie sind bildungspersonen angelangt
2849  1df83feb-4208-4a8b-9873-1aff7a84fd23.flac	ich bin der target text	in den letzten jahren gewinnen und fussballen begeisterung
401  3f15be7b-7128-4b2e-a704-dad3fa9541b6.flac	ich bin der target text	auf liebe fehler honorieren stehen da
2425  83ca6357-fc5e-4946-9412-15a11134f58b.flac	ich bin der target text	sie machen jetzt hier ein kückenes
3951  b3a13866-baaa-48d6-923b-11097531f8f8.flac	ich bin der target text	das bedeutet nicht dass mehr massnahmen gehen die kantone ergriffen werden
192  cb70457a-0700-4b28-9f1b-12a27fd6dac7.flac	ich bin der target text	die anträge liegen ab und zu sprechen
1782  e86268c1-928e-4f86-ac83-71b0f2b55e07.flac	ich bin der target text	sie ist an den grundverkundruhen in den säulichen mitteln mehrländern
2511  5071c27e-3c98-4862-959d-b3ccfe61eccf.flac	ich bin der target text	ja davon sind wir dafür dass man den wunder verstellt
3055  78299278-40c7-4abd-a16a-2d4291435d87.flac	ich bin der target text	das haben wir von einer steuersekretären gesellschaft gesehen
3286  24856d4a-9a2a-4869-acf3-d62e601c64cc.flac	ich bin der target text	zweitens sind die beziehung der öffentlichkeit behalten
2143  6ff91797-62e7-4264-a14a-e60e0c889e51.flac	ich bin der target text	aber hier gibt es ein zeichen und weinbaugeprojekt für weiss sie
5283  c858c215-4d05-476d-9c86-6659351fda19.flac	ich bin der target text	ach somit gut die erstaunten ist vollzugskirchen
3879  e0fbe2c8-894f-4882-bb85-154e46374e8f.flac	ich bin der target text	der verursacher konnte nicht mehr mitglied werden
3810  4f46fac4-de8f-45da-b93a-5d78c85af290.flac	ich bin der target text	hier haben sie keine einschränkung grossrätin hess
4406  7e33cec7-cd4a-4fed-86c3-bb2c69e58a4e.flac	ich bin der target text	sie haben die prüfungen sicher abgelehnt
4005  cadd24eb-951e-4be7-b53d-86d1b2cc16c4.flac	ich bin der target text	beim juli gibt es sogar eine sternbegliebigung
2484  469eee86-1d4d-47a6-b31f-132cd1274867.flac	ich bin der target text	dies erledigt im landschaft mani und hündlekornen von einem seinen
2631  da38b9aa-162b-45b4-9761-6b5fdb8ec5cb.flac	ich bin der target text	sie müssen sich klären das wort
3215  1cd04c4d-3aae-4603-97c8-c4aa97b339c4.flac	ich bin der target text	denn sie haben auch das fliesst sprüchlich
2725  0c79a85f-88b5-423c-b49d-c3747c89536b.flac	ich bin der target text	wie erlebt herr selbst die gesamtausgabe nicht mehr
4407  6e4c69a9-9882-44bc-b0ae-03f58a22086f.flac	ich bin der target text	wir haben unter der schreibungslandorte rundiert
4352  3d0d9391-e591-45d7-9248-eb45b6b0c5ac.flac	ich bin der target text	denn nämlich zu einem haus noch eine bisschen
116  ec00a276-14f4-4d4f-8330-a4658650f692.flac	ich bin der target text	ich frage mich dass der konkrete bern legend verpasst hat
1173  f7a956a6-b4a7-4eda-b2bb-e1b846a4890f.flac	ich bin der target text	das problem müssen mit konkretisierung der kriterien
384  f6dfd82d-e369-4315-9284-eea5ab39a6fc.flac	ich bin der target text	ich halte dies für unverantwortlich ab
3937  bdda3719-7994-4215-862d-196328221bf7.flac	ich bin der target text	dabei war die unterstützung meistens sehr konkret
31  ec17139a-5669-4618-b693-67facb8defa1.flac	ich bin der target text	die neue kaparke lage fendet sich nachher in der konstellation
2784  bfd1e63e-3cb9-43b3-b73d-21fef32366ac.flac	ich bin der target text	sie waren ihre eingpressen das dokus atisten
783  4d242698-e8c1-4388-af82-fd9253f580f6.flac	ich bin der target text	die befindet sich von einem rollen
3717  7be5ed20-d4eb-4959-9843-c1afa6e77d9a.flac	ich bin der target text	er war alle in dieser risik gewesen
1967  863ae392-08bb-4491-aa74-363637c3e19d.flac	ich bin der target text	wir haben eher mit hans sympathisiert
1934  328505fc-2b2e-4452-8407-3b562515f26a.flac	ich bin der target text	deswegen sind im augenblick keine verhandlungen geplant
4947  b08062db-3146-4f46-ad71-e648db8799d8.flac	ich bin der target text	diese leute sind mit einem anderen punkt geändert
79  e9ca4416-3cf6-462d-af00-4b1e55b45d62.flac	ich bin der target text	sie sind in einem ganz ruhmpool verbreitet
519  d4318dbc-f679-48e2-bef7-e319861c547a.flac	ich bin der target text	denn im frühling ist nur noch schwächpunktgemeinde etwas
4560  edfe75ac-61a9-410a-ae87-67f0c7ad4f54.flac	ich bin der target text	wir haben keine kinderheit dass diese minderheit bestehen wird
756  5c58a385-321b-4464-8202-a58f4a7153c6.flac	ich bin der target text	und damit wird mir schleistgrüne sprechen
2598  bda0b61e-1c96-47c5-9807-8a3bbd4391ac.flac	ich bin der target text	die frau regierungsrätin grimm sind expaciden
4143  e0056792-bd2c-4b99-8c3b-b2fac35ef4b6.flac	ich bin der target text	dies aber jetzt hat ihre herausstuhl angewiesen
3088  b34b4dbc-41e5-4ec6-8f54-f69da00f774a.flac	ich bin der target text	aber nichtsdestotrotz in stillen heraus
5478  c54e2d7a-328e-4d6c-8e7c-6f0f3ce0774d.flac	ich bin der target text	die aufhin führt kein marchierter regel
5168  e5ea538c-8097-4372-a7cc-45c94250afde.flac	ich bin der target text	sie haben also eher verlagen die wohnung
2551  8808dd88-5325-4feb-876a-ef902fddbe3e.flac	ich bin der target text	es ist eine legischer aufenthalt in sanciminialen
4376  7c275029-f04f-484f-b461-63cbc0a1e8b9.flac	ich bin der target text	dort sollte es einige lücke beschliessen werden
337  a0094388-4457-48b4-ab6e-ce9f701e5130.flac	ich bin der target text	die etappe ist und können sie noch antreten
236  2d85162f-eaa8-4f8d-a7c0-926050f28e18.flac	ich bin der target text	jetzt kämen sie die gelegenheit von menschen das leben fetten
5079  ce49fe0b-f07d-4505-818f-8eb4683c6934.flac	ich bin der target text	eine sehr grosse flughafe picorlogisches für pilotharn
2179  1a30ca05-6d56-4afc-b166-551fdc05c5e8.flac	ich bin der target text	wenn sie schliesslich melden dann sichten wir unsere mister
4924  8a36cde6-b3e4-4638-950a-ebef79c34078.flac	ich bin der target text	sie sprechen von grossrat buchstabe
2635  21a4d8bb-33ed-4860-bfa9-abcc4d570006.flac	ich bin der target text	und die fraktionäre sind mit bumerascht hat grossrätin
3070  ccc2fb17-2424-42c2-9076-34eb9c6ef7f4.flac	ich bin der target text	die verhandlungen laufen jetzt jedoch langsam
2795  2d52cb25-a267-4c0a-9682-243af18bff0d.flac	ich bin der target text	aber bar ich sage das drohen durchaus erlaubt sie
2270  00cb5b8b-ce09-4b45-bfd7-ed130ac5e6b0.flac	ich bin der target text	aber für die grünen danke ich ihnen recht herzlich
5247  264379e7-3c08-4c0d-ad25-c2d80d4c4629.flac	ich bin der target text	dies irgendwo ist jedes resamt der schichtwegzahlen gewesen
1391  9188faf3-bb0c-49ae-97ca-2ee71c0531b8.flac	ich bin der target text	die mit den kantonalen gemeinden lehnen wir eher ab
4538  acb9c64e-bb7e-4520-a443-d20319a2a90e.flac	ich bin der target text	auch hier ist nur ein grosser tankverloren gehabt
227  dceec9d1-223b-49e8-8789-3432a435fea3.flac	ich bin der target text	auch wenn ich nicht verletzt wurde
8  23c87f14-ba2b-4836-94d8-04798e650eb6.flac	ich bin der target text	dies hat den verlangtschaftsbild von der ebene geplant abgelehnt
3111  b2f287f3-a61b-4ad0-be12-425461369c2f.flac	ich bin der target text	aber ausser dem aufholt natürlich höchsten
4959  259780cc-75bc-4c30-b3ec-e3bbc6e0542d.flac	ich bin der target text	das ist eine ungleichung das auf 1500 pecki hinaus
4496  9cd8f054-3ca8-44bd-8a37-b06c4b13500f.flac	ich bin der target text	das system der kriterium ist das bild vorübergeklagen
3517  5e6dd588-ba06-4408-9aa6-ba2f15404833.flac	ich bin der target text	sie sind liste der burge und schlüsse dabei
1323  e10f8ccd-f232-421c-9503-be4c651cf1d0.flac	ich bin der target text	auf der überseite ist dies ein kurzer text hingreviert
5067  24d44360-d292-4f6f-ae9d-4bd22f5c5743.flac	ich bin der target text	ich übergebe ihnen kurz wird uns trüssel helfen
3925  295536a5-11f1-4b76-a010-5809adaca4c5.flac	ich bin der target text	aber die grünliberalen sind noch nicht getreten
1481  997137e5-e728-4dd2-acef-cd3b823083d2.flac	ich bin der target text	schon drei jahre hätten das amt gefeckt
1786  6e08ce1c-f3e8-4235-9cbc-3388afcc9c65.flac	ich bin der target text	ein nutzungsmögliches carto steht weil wie gewiss sagt schär
4443  9052dc5a-7a98-479b-93f7-6704680c3269.flac	ich bin der target text	dies verspricht dem geist der finanziellen vorausschau
5487  856dcd5c-086b-4425-93a9-2fe2a98d6ddc.flac	ich bin der target text	dies ist nicht kein grundsätzlicher
595  a2cbc766-437e-4093-8cee-18dd9642ce9d.flac	ich bin der target text	sie möchten das in diesem sinn richtigsten lassen
3665  05360f5b-3e64-43b2-80f6-e6310c1f1441.flac	ich bin der target text	und versieren sie ihre leistungen gegenüber den ökonomotionen
3801  6481c723-e6db-4e65-a291-fd6ba14341c1.flac	ich bin der target text	die führerbenutzung des angriffs wiesorge
1217  57429197-5a26-4fc1-adbb-96c140c953a7.flac	ich bin der target text	die strategie ist verlust sich wer dadurch
744  f63ba47e-21ba-4a19-ae96-7666b8a18976.flac	ich bin der target text	am besten nehmen wir hat es erwähnt
730  f0ed3a28-a2f7-4eb8-9d67-6647f70b5643.flac	ich bin der target text	auch das hälten wir für falsche ab
2039  99edc847-8288-4fa9-a056-d8b0057a90a3.flac	ich bin der target text	der andere ist angerichtet beste weg und lehnenlich selbst ab
4733  8bb9f06f-3658-430e-ba60-3bc2a246594b.flac	ich bin der target text	wir haben diese skos bei der leitung von ordnung vorgehört
1061  d0a3752f-dff9-4292-a344-072609ce0075.flac	ich bin der target text	wir haben eigentlich zu den folgenden schlüsseln geäussert
2607  a75e2ef1-cbbc-4030-9aac-11f74c6d2c28.flac	ich bin der target text	dies nicht noch der wissenschlicht und neubau hinzuschauen
4923  b5555306-e2c5-4922-9208-a3c2d28ce714.flac	ich bin der target text	die notfallhälfte mehr auf möglich sind noch gewechselt
253  8eefde2e-f43e-481c-aefe-6ac0c67c1f8b.flac	ich bin der target text	das abweichende verhalten ist unerwünscht
2301  3382f215-d6d0-4fe7-bc4b-477e65c8c340.flac	ich bin der target text	die anträge sind aber nicht mehr fertig gestellt worden
5324  9b3beb2f-8375-4ada-b409-c076b816db0d.flac	ich bin der target text	eine richtlinienmotion wurde vielleicht eingesprochen
1455  14cb27d8-602b-436d-a690-e7394f568dde.flac	ich bin der target text	die kinderheiten sind kein lang wieder reapiertiert zu werden
3841  dcc37233-5ef4-4a6d-8d2c-926d3b03eee5.flac	ich bin der target text	ich denke es gibt grünen diesen bericht einstimmig
5483  af33e15e-ed44-4351-b9a0-f2b77ab3a019.flac	ich bin der target text	hier hat der prüfungs und mittelschullehrer gemacht
2221  a00bbf36-52bf-491b-9650-fb1fbff59952.flac	ich bin der target text	sie haben aber vollkommen recht gehört
5212  48897243-2a71-4c11-8690-a039f573b8c7.flac	ich bin der target text	der thema motion alkoholkansport stellt zu vernegen einfach
5261  d045820c-ce8f-4566-8262-767e78adbfaf.flac	ich bin der target text	wir sprechen mit informationen und keinen alterskassen ausliegen
5455  ec16accf-1374-4457-9598-a775fdcbcd6e.flac	ich bin der target text	auch sind die steigentümer die noch die fehlerinnen und landeskirchen
5032  bd43e0a0-247c-4171-a644-32b34c73a463.flac	ich bin der target text	achte sprecherlich stabiler
1344  052e4ebe-72a0-4398-bd6a-32e8d9534022.flac	ich bin der target text	ich habe keinen grossen aufwand für die medienplanung abgelehnt
2355  5e47b5d6-937c-4a0a-b75e-5c78e5d5b0aa.flac	ich bin der target text	beide gebärde sind für schulen
951  64e476b0-1287-41b6-a240-a65eb7879184.flac	ich bin der target text	plätze zum grössten erfolgsinneren geschichten
3028  f9468f9d-9899-4b8e-a87d-ff05b7c1c553.flac	ich bin der target text	ich denke das ist alle in einer oberfläche liegen auf dem colanthema
197  fc8f511c-7ec8-42fc-a8a5-9f319396f773.flac	ich bin der target text	dies erwähnt auch eine oder andere von der regierung
3601  ccbcc387-f031-48ed-a2b4-1c7c5e808a59.flac	ich bin der target text	betreffend die aktuelle ranzierung ist einmal wie sieo macht
5604  b24b3e49-7053-41c3-8060-12873f34b88f.flac	ich bin der target text	herzliche gratulichen dank für ihre anwesende
326  e8d6ccf7-5490-4a06-b152-6b98e4877f9f.flac	ich bin der target text	ich persönlich bevorzugen als mehrheitswahlrecht
731  f2df4abd-72dc-46f5-9f9d-db3db7a1e99f.flac	ich bin der target text	aber zugleich liegt der antwort auf der hände
4873  bd978bf8-a68f-4c7e-a48b-0193649f2f29.flac	ich bin der target text	sie werden durch mehrere buchline sprechen
2291  80113fd4-99ae-47d1-9af0-06025feebad9.flac	ich bin der target text	betreffend die archäologie der kinder und kirchen das wort
4673  afe0d99a-7cb9-4684-85ef-4aea36db0651.flac	ich bin der target text	worum geht es jetzt um die veröffentlichung noch einmal so das klinge
2796  34af2725-6563-46b4-b632-f8beafe7d8b9.flac	ich bin der target text	den punkt 1 nehmen wir zur kunst genommen und lehnen sie ab
4876  55e3b4ee-3200-408f-93ad-536782dd369e.flac	ich bin der target text	dann werden wir mit dem aufwand er und zwei sprecher vorlegen
1529  4f7d030e-2a98-4013-8dfc-eb2f2068629a.flac	ich bin der target text	die bdpfraktion hat sich verloren
2101  31eaacef-c79a-4d22-b6ba-c8779b38f891.flac	ich bin der target text	was die problematik und das anliegen der räumlich gelingen ist
4423  9e527410-3240-432e-81b5-18aab0489e48.flac	ich bin der target text	dies wird ihren fachleuden verlangt
2773  694965ba-a5c1-4630-8e27-07ed40ad7cec.flac	ich bin der target text	die architektion ist ein thema nicht mehr konkret
1132  59542f3a-b630-4a96-a868-f9cfcfe2cb46.flac	ich bin der target text	jawohl habe ich noch einmal vertretend
