id	target_txt	prediction
1695  024cab7e-ca55-46f5-a1f4-d42b74d4c9ad	dies zu lasten des staatshaushalts	trotzdem hatte du jetzt noch einen donnerstag eingestellt
774  36434ba3-ac47-4fde-9867-2de0d31c4c03	an andern orten ist es einfacher zu machen	ohne blitz gäbe es also auch keinen donner
1722  76db8fdf-ccce-4b07-8917-79adbf9524eb	zusammenfassend können wir folgendes sagen	die schäden der forscher können folgend schleden
500  a8fab520-ecba-4750-b84c-6c1cfb5b09e2	es ist klar dass es einen schulrat gibt	es ist klar dass du dieses spiel gerade ausruhen wird
164  cb67481c-6a12-4494-8e6c-927a633a6388	die fdp ist ganz klar dagegen	die fdp und ist ganz klar dagegen
85  f111110a-f09e-43aa-a739-ac4b5b870932	ich kann ihnen zwei beispiele nennen	ich habe gehört das du hier her umziehst
1689  3f8b6340-7a6a-4130-86e8-807812ecf78a	man kann es weniger populistisch sehen	mich wartet niemand auf dich
2650  0ed364fe-4727-4e1b-87c4-3c0270709220	ich kann es wirklich sehr kurz machen	ich habe einfach keine lust das zu tun
251  ee558a0e-42aa-40d7-89d7-cdbe7159ea27	nicht so in den fächern sport und gestalten	sie war nicht so in den fächern gestohlen
1684  706b90f0-a9db-4a5b-b8e2-34bae8730226	wenn sie zum beispiel zu schnell gefahren sind	jetzt sitze ich zum bauch des wolfes schnell ein
2946  3ef030ca-fdfd-44ce-9b2c-731fe6737426	deshalb haben wir das gesuch eingereicht	bring das der grossmutter hinaus
416  3e3e8b2a-1b6b-43f9-ba0f-d944ac81e305	ich möchte sandra hess unterstützen	ich will dieses interesse offensichtlich an
3299  c603c501-4317-4279-a4dc-14a40d550409	da braucht es eine europäische lösung	doch es kam auch in deutschland
18  d141f678-0674-4cc9-93fc-a8245460a711	ich denke sie wissen was ich meine	ich schiele angewidert hinein und wische es brüsk
1053  bd2ea88b-632f-4df7-8c12-60d3c604e9f7	ihnen wollten wir zur seite stehen	hingegen den bergen nach gibt es häufiger schnee
1094  0a5fd806-645f-4ff1-a90c-fde14e14498c	das stellen wir immer wieder fest	dort stehen sie gegen noch einmal auf dem gestrigen stellen
917  f10c44ea-869b-4ebf-84f1-ee6221d48fe4	dementsprechend können alle profitieren	um alle geldscheine sind die entsprechenden profitieren
2885  f9d35259-5cd6-4b89-914f-0d0563f46498	dies zeigt sich zweifellos auch in den zahlen	zudem treten sie oft in schwärmen auf
3149  b204e36a-a286-4e55-9d52-53819b647e0a	wir danken für ihre unterstützung	ich bin froh dass ich unterstütze
463  e3b12cab-66fd-4d4e-a6d0-5348ef7e5418	die fdp stimmt dem so zu	der friseur stimmt dem schafen zu
2537  2957363f-c583-4df4-b2c4-98286ce2d61f	es bringt auch gar nichts	es bräuchte deshalb von uns also rutsch
819  509daf7e-b65c-42fc-a79d-6dfb6c37998f	auch diese sind nicht mehr gültig	und du machst das einfach nicht mehr geld
869  70cbd821-9668-4261-8bd1-f9d34f5f7706	auch das hat seinen wert	oft sagt er brauchten die bauern
2489  3710574e-d7af-4dfb-8795-b7eef7546cb8	wir werden an diesem punkt dranbleiben	wie gehen sie damit um und blickt hinunter auf die strasse
1385  28ccfd83-c522-44e4-9010-483857d788d2	aber betrifft sie wirklich nur mädchen	doch bis konkrete schritte folgen dauert es
49  0f44f0f7-8ded-498a-81a1-a57e041c3dfa	alle drei planungserklärungen lehnen wir ab	ich prahle nicht gern die flagge in den malheften
2551  d400cf8f-4661-456a-b312-1335c4448c66	das bringt auch den stimmbürgern nichts	dann rufst du einfach laut nach mir
2851  6386e04c-8d65-41e1-8491-623b8a4f7555	wir haben ein grosses problem	auch ist das global footproblem
2553  83177f25-c5ae-4ee1-94bb-d486037d78d3	ich bin gespannt auf ihre voten	ich spucke dir ins gesicht
436  59defb8e-3cab-48a2-9e79-8a8470d78a67	das ist durchaus richtig	das ist das durchaus richtig
1676  42b7edf0-3a7e-4f9d-a474-fee149d78e6e	wir empfehlen annahme	wie gehen sie damit um
2914  3a52dd83-306a-4035-9cdf-16cd46f7b995	sie greift dazu noch sehr kurz	er reicht wenn du es grob skizzierst
1860  646429c6-4496-4a3e-a5a3-d6a31f971e27	sie haben es gehört es ist ein bundesgesetz	wie hoch ist das schauerrisiko heute
2409  6434dd11-867a-4cda-b74e-d9ea936e38e0	man bestraft damit die falschen	und es wartet niemand auf dich
502  0a5e2233-732e-4f98-89fe-c0b69d7563cf	ein teil ist der personalabbau	eulen nutzen bäume als gemeinsamen schlafplatz
92  190d2ee9-5174-4d58-91e5-c48790b88f60	dies hängt eben genau damit zusammen	ich glaube du gehst besser mal für eine halbe stunde
861  3a7c7732-c1cd-4a89-8388-466901736dc0	das wurde uns in der kommission aufgezeigt	die kleine kriecht schon durch die ganze wohnung
2983  9efb7a0f-95cd-494a-b066-671b730c0b5e	wir sind gegen besetzungen	du findest den koffer dort unten
126  bc64026b-ca00-4cb3-85cb-aba08d57e475	das war für mich ein sehr gutes geschäft	meine freunde rannten den berg hinunter
74  c80637d0-6541-4210-aa41-87b5963e0a98	dem ist leider nicht so	du trinkst um zu vergessen
431  34dcdbad-155e-4a3b-ae2b-37b3f2d5d5df	dem will diese motion entgegentreten	sie weint nicht und schrumpft ihr wirklich
1105  f2b6c5a8-3148-4ef3-bb5c-cf9890922a91	hört einmal kommt in die schweiz	was suchst du denn hier
2865  78a25977-46a9-451a-a8db-5ca52f9d02f7	kann man aus dem vertrag aussteigen	hommes bereitet schon das haus vor
2095  066443a0-bd39-4bee-9c1d-0d6fc6f64522	so viel zum steuergeheimnis	schon von weitem konnte ich erkennen
1842  a65010fc-37ef-4bf9-b4b7-1f142bebf3bc	nun komme ich zum vorstoss der bdp	du gehst leise über den dachboden
2762  17614072-dfb0-45db-a8c0-21cc75773a9b	diese probiert man auszubügeln	und doch rugby wird immer populärer
3092  9c4dc9a6-2d86-407f-a306-c0d3d7c0ad8c	aber ich nehme das nun so zur kenntnis	aber ich habe schon damals zuviel getrunken
2961  066f3cfd-9c5e-4811-a758-5963a7fa02b7	dann kann man das noch einmal angehen	doch werden diese rahmenarbeiten genau besteht
2136  68fb9d3d-3d55-46ba-a10b-674058544a70	punkt 2b ist auch erfüllt	um zwei verbesserungen zum teil
397  2cc7eb79-13c9-4ca2-9f8b-99ae51ab2409	das ist klar es ist keine so schöne sache	du schielst tatsächlich ein bisschen
2761  df98efce-9293-471a-8b58-6beb8c0b2b1c	anwendung des freiburgischen rechts	diese abbildungen nennt man die<unk>betenden rachen nicht
628  5e8e1919-1a3c-4f4c-9082-de26d102a7f8	ich wiederhole nicht alle punkte	wie wiederholt geh sich dabei nicht
1400  7c9537d9-df57-4d3c-98b4-b68f28888496	doch ist die frage auch berechtigt	doch die frage ist allerdings nicht schwierig
1154  abac0a20-8604-4ac6-a6ef-3d9ca27e3221	es steht viel auf dem spiel	er stiehlt keine kuh streckt du jetzt hin
839  9119611c-7823-4b53-9988-67ac7cb0fbfc	und der betreffende war nicht kriminell	und doch er wartet nicht mehr ruhig
1263  0167eb31-ff52-498c-9a0c-789d4657791a	wir tragen also wasser in die aare	es reicht wenn du es grob skizzierst
780  6609f4ba-2ad8-46ca-933e-599cf86222ef	das wäre ein komplett falsches signal	wer gewinnt wmgold
2234  6b28d816-7a4a-40d3-ba4b-c254884b3445	wir lehnen beide vorstösse ab	wir lehnen diesen kreuz jetzt ab
894  ef320679-b951-4f91-b1f0-e09f65286ce5	sie gehen in die richtige richtung	zudem gibt es dort auch noch mischungen mit richtungen
2107  9615e634-74e3-41fd-9e31-e4aaa2170263	es ist sogar noch trister	es ist schon vor langer zeit umgezogen
1031  c54654a3-a850-49b5-b121-9e746e7b4058	darum machen wir jetzt endlich vorwärts	und jetzt stopft er sich mit fleisch voll
1525  8db86eb2-d5b1-47b6-809c-7039c1513b5f	das kann nicht zielführend sein	krankheiten umweltkatastrophen
2228  5b6e09af-5e76-4919-bbfa-20a7272fb777	also die bdpfraktion lehnt dies ab	also bleibt diese frage jedoch sinnlos
2230  e5a99cab-298d-4290-afaa-9be6d6fc2196	genauso ist es passiert	du hast mir damals alles weg gegessen
334  12110be5-912e-4696-929c-d287ed0a26b2	ich komme zu den eingereichten anträgen	ich höre mir jeweils vor dem einschlafen mozart an
2952  2462cba0-7741-4529-870d-03356ea3e7d5	die regierung zeigt dies eindrücklich auf	dann stürzt du dich von einem kliff
1132  2f5860c7-ae4b-46ce-8e18-e47ccfaebdfb	er muss das alles nicht versteuern	sie lassen sich gehen haben wieder zugespürt
1656  6c872f73-8433-40f5-8fa2-d216ec69d36c	die fallzahlen blieben plusminus gleich	die fallschauer sind lässt sich längerfristig
1545  a4c24ded-f2e3-4032-8672-5cfd81f2cfff	es tut mir leid das ist halt einfach so	man geht von haus zu haus und klingelt an der tür
468  56d3f789-a476-4d9f-b223-696ed6e68d0d	zum punkt 2 wie die regierung	er prahlte nicht gern damit
1143  44f5b5df-fa18-49e7-83d5-fbad63840f77	beim schach ist es genau dasselbe	beim schlachmittag kam es zum teil
2466  c463eb98-e074-478f-8e53-9f1e7baeb47f	dies soll endlich angegangen werden	endlich wendete sich das schicksal
2812  948cff9c-5b7f-4f50-94a0-178551678bb6	ich komme zur wertung durch die svp	wie kommen vielleicht durch die erde
167  0dfd7be0-bcee-4513-be16-eb5a83d786d2	noch ein wort zum verursacherprinzip	noch sein vater animierte ralph voltz
764  4e4b133a-68f0-481e-a0e2-9649df05b9e3	es geht um eine standesinitiative	es geht um den straftatbestimmungen zu china
183  38c2fff3-dc7f-4060-bf2c-9caf229e832c	es gibt externe spezialisten	es gibt hier schon einen schluck bier ruhig
3120  de284b39-5070-471c-8093-cbe307c625b8	die fragen waren gut und klar gestellt	die fragen werden eingestellt
667  65a67ea8-47a9-4e8f-baa8-f53e6139f4a3	das gutachten ist schlüssig	das gefieder ist allgemein dunkel
662  39e62ddb-7638-4f98-b2f3-f9c7e2a686e3	um es anders auszudrücken	oder ist das ein mythos zu trücken
1015  9a7851a9-54da-47c4-8147-1ab14eb0d32f	sie gab zu wenigen diskussionen anlass	wie sähe eine techdiplomatie aus
2463  0a1d5303-5611-444e-a788-d9ee0270527b	das ist alles nicht so einfach	es ist allerdings nur ein zwischenhoch
405  97838a0b-47d1-4f76-8093-ab1e837e18d5	aber es funktioniert	aber du stiehlst du jetzt hier
137  ddc88ee1-5473-4f82-aa1a-054fef54b6ae	was ist gleichberechtigung	was suchst du denn hier herum
2569  3e81b0f7-a89b-4ccd-9c69-c2e3ca86f04c	es geht um einen objektkredit 20202023	morgen scheint die sonne über dem berneroberlin deutschland
1376  bc594ea1-9631-4455-87a5-09265f032440	auch dies scheint mir sinnvoll zu sein	offene oder unbeschränkte intervalle sind
2033  42a03a00-0a03-4fcb-97f1-d85082c8f1a7	dies wurde jeweils abgelehnt	du gehst leise über den dachboden
1671  4e3ccf06-8197-4025-92f7-de09eb7f9ebc	deshalb haben wir das auch eingebaut	wir hätten sogar ein paar meilen gebaut
973  31d3dd73-bc27-4007-b372-d743e9d9ac14	folgende massnahmen sind vorgesehen	folgenden morgen schrieb er sich vor
3199  1829ba40-c994-4cc2-97ad-2ebe96230b89	der grund ist ganz einfach	der grund ist der sonne am nähesten
2134  54a6c4cf-b4d4-4938-ba33-66447fea92ec	kurz er soll besser sein	habe sie nie zuvor gesehen
1625  117bbee5-4ce7-4500-bd4f-924b15142c01	es wurde schon vieles erzählt	die hunde zankten sich um die leckerbissen
968  aa6cceb4-86c6-4bd5-8f0b-b08a389978ae	jetzt liegt der vertrag vor	sie schleicht den vertrag vor
287  c2be40b6-dc23-4b74-911b-79c1849a7900	das wasserbauprojekt liegt heute vor	auf die strassenbauprojekte leiden nicht vor
996  9903bcdc-3d04-48a8-a1ed-c84a5a47b07b	köniz und bern sind vorreiter	meinetwegen sind sie ergeben
1190  4f1abf7e-89e1-4bc8-8a0a-204b40e010d0	pflegeheime sind nicht nur pflegeheime	sie schreibt nichts mehr auf hohem level fussball
1456  b93c0617-92be-4c6e-a611-c4d8bbc797f5	ich musste zuerst kontakt aufnehmen	du magst ihn und das spürt er
1643  a53d0c8d-8ee1-4c13-8131-9d88f6a282aa	sie schiesst über das ziel hinaus	sie schläft noch immer tief
2550  6b34cb75-78c5-4860-88a6-c6a7f1423bc5	sie wird unterstützt von der unia	sie werden unterstützt in die nacht ziehen
2538  39c05588-f657-4958-b51c-802fc44b1ffd	die svp lehnt dies einstimmig ab	richard ich lass dich jetzt los
281  1af68f12-3d76-4f46-af23-0dc2d130d26c	die fdp stimmt dem bericht aber zu	die fdp stimmt dem bericht zu
1314  9f444f6e-a21c-4eb3-b8cc-6ae10e780cfd	daneben gibt es auch noch freifächer	und das spielt dich aber nur freundachten
1252  3bbce087-2678-46c1-af4f-53328f7a7f52	weitere fragen sind noch zu klären	weitere fragen sind die leute gefahren
1672  f6e3d9c6-eac7-4b32-9c07-1a0609721bfa	es ist verschiedentlich gesagt worden	sie wurde verschiedener gespräche
1909  c946c7c6-d287-43a9-bffb-26d717d06476	das fuder ist langsam überladen	guten abend willkommen beim meteo
1322  0056e880-baff-48d8-8b61-29735bf67280	also tun sie das doch bitte auch	er verschmutzt die taschentücher
1658  c43ed140-5012-45f5-b660-68b5c16c467c	es sei doch eine friedliche demo	sie gehören aber zu den eidechsen
2263  62d90951-ff6f-498f-9931-4fdd237e40f9	ein skontoabzug hilft nichts	es gleitet mir gerade aus der hand
2109  05d01dc7-1714-4faf-a01f-25aaeabde361	ich denke wir sind geteilter meinung	ich denke vor ich stürze
1513  c441f581-a6e5-491f-b7a1-18b034fd6fa8	sie ist auch ein wirtschaftsfaktor	und sein inneres schreit nach blut
1142  cc297eff-0881-4e0a-b31f-524514690762	es hat zu wenig fleisch am knochen	sie ist schon vor langer zeit umgekraut
1458  7f058cfe-5df4-46f5-92c0-3aab8bd6aa2e	für uns ist es transparent	der raum war klein und vollgestopft
2477  db07f491-a38e-4c24-b69a-323bcc400b16	dies ist auch unter männern so	du schielst tatsächlich ein bisschen um
265  26551155-a07b-42ef-8df3-90438eea775d	werden nur die mädchen benachteiligt	nur vereinzelt blitz und donner
1917  a4b87239-b9a1-4e0a-a54a-695d7b57ba85	das ist unbestritten und keine frage	du schielst tatsächlich ein bisschen
660  1ef61764-7e86-4e04-a074-bdbd39ed8d70	dies kann und darf nicht sein	doch es kam anders<unk>nein ''
1451  48aeeca6-4238-43c0-86df-1dc9e2f45570	viele fragen stehen im raum	viele verkäufer haben von botanik wenig ahnung
1941  fc031a36-29a9-4bea-b6a6-6c4a2b638dc3	es schleckt jedoch keine geiss weg	er schläft in der lounge
2493  2e6bb072-500a-4384-9c58-933ddd645604	wir wollen eine organisation	wenn ich an so etwas denke fange ich an
650  1aa48494-821e-433e-877b-d1f4ddf179a6	wann ist es gewerbsmässig	wenn du so weiterläufst
751  516775e6-b4bc-4201-942e-667a5a2667bd	zusammengefasst heisst dies	ist das realistisch
108  8cea944a-10b6-48c6-bdae-80b15d93ef02	dies ist der entscheidende punkt	du schielst tatsächlich einen punkt
1651  71dc06aa-b45c-4eb6-8104-775f5c30c764	folgende massnahmen sind geplant	folgende mooren scheint thomas heute
3175  118b46e4-51a4-4ade-938b-e98de75fbc4e	dies gehört in den grundauftrag	später in dieser woche soll es in thun schneien
56  2611fa21-882d-41be-b99a-546bdba5fda6	wir werden nicht abschreiben	aber er widersprach auch nicht
2028  ffde4805-8f7b-4124-a505-bec6e5033592	genau das wird ja gefragt	aber er widersprach auch nicht
1913  63cd318f-3e32-44fd-b6de-b1bb907c650f	ich bilde lehrlinge aus	ich fürchte dass er euch täuscht
3252  79d92de8-2d89-4571-a2da-340fd6d1edfc	die ziffer 6 ist unbestritten	kurzum es handelt sich um und bestimmt
2227  222876a5-7c94-492c-92ab-3be8e3a99f70	und dies ist mein anliegen hier	und doch sitzt du jetzt hier
1743  e7ef8ca7-7107-46a1-987d-a4c012914839	aber jetzt einmal spass beiseite	er schläft in der lounge
1796  b27067bc-182d-4210-9b7a-2eafd64f39c4	dies zur ratifizierung	da drin sitzt noch jemand
96  edd89ae7-38d3-4e1b-9c4e-a4ebb9817178	es gibt eine riesige bandbreite	es liegt zum richtungsstreit
3005  77cf19aa-2764-4de4-9797-a6eaaefdb73c	noch eine kleine klammerbemerkung	von einem kleinen hammen bemerken
361  ddd0aca3-d5aa-4ae8-aaae-094be16e4a30	das ist eben nicht ganz dasselbe	er kehrt heute den boden
132  89b7ba3b-849f-49c2-a519-5402c560eb92	es ist nur ein prüfauftrag	sie hat mehr davon genommen
3205  00497fe2-6bd7-4c3b-bf9b-00f689513ea1	das kann doch nicht sein	hast du körperliche beschwerden
3319  d3e39f61-82be-498e-8123-8d0f4003ad7a	wir können darauf basieren	heute können wir das lauf nicht mehr schauen
2676  90debc59-f2ae-4259-9b84-f2286527e9bd	ich erzähle aus der praxis	ich werfe nur die angel aus
1019  7a9bc5e6-fc3c-426f-8021-132c6c78ad4d	es wird thematisiert	es wird längst erwartet
1753  c1b9f134-a3b8-42ed-b462-859606df58db	sprachkurse auf niveau	prognose für in den bissen
1953  0d69f23f-3783-44e0-a317-705cdb80f483	ohne sprache geht es nicht	das geheimrezept wildblumen
2012  d8ec9d42-d0f8-4ad4-80df-cb879d076ccc	dort haben wir planungsregionen	wie gehen sie damit um
352  090ade2f-2000-4ad4-a06f-9034ed1c8dba	das braucht eine ausbildung	diese benötigen viel strom
340  09e5717b-d07d-41dc-8c7b-093803441fc6	dies ist eine erfolgsgeschichte	die offiziere zwingen ihn sich nackt
1881  21f31130-0c8c-4f0b-bd1b-d61cfd799dc1	die polizei schützt uns alle	politische erfolge dabei
2602  684c39a1-15ab-41a5-ba25-0d2f94adb9b8	das ist keine frage	sie ist schon eine frau
135  92742332-5b81-464d-9bf5-428b4f48a024	die fraktion ist somit gespalten	da drin sitzt noch jemand
1110  431a8082-549f-459f-a330-25bc02002b72	ich glaube das geht nicht	heute rauche ich nicht mehr
2817  cb22219a-6b01-4868-8d5d-3520e3f78ca3	ist es wirklich so	unsere kühe geben viel so
2833  d4ebe9e2-ff0d-403f-8533-17150107321c	damit steigen die kosten	aber sie hat mit ihm getanzt
1694  ee215aac-71f3-485b-a971-430d68b83566	wir ziehen diese motion zurück	jetzt sitze ich zurück
2622  b412359a-f0d3-4099-b75a-ee6be0465a2c	hinschauen ist unser job	heute rauche ich nicht mehr und wette nicht mehr
1333  10791073-506d-476e-9840-3c4539b81646	ich lehne das klar ab	mutter war ziemlich klar ab
877  76c3bfa5-baba-4f1b-aeca-1858fdcc1840	das ist gar keine frage	ich schaue mir das im auto an
65  638e5cc9-57ea-488e-b004-e4b7db0519b1	das zählt hier nicht	pass auf sonst stössen wir nicht
333  46be9280-277f-49ab-881e-2432dd6404df	warum jetzt diese motion	warum schaust du nicht einfach ins telefon
2048  6f96c21b-ccb9-4677-be6d-db2dcc03d6cf	ich kann sie auch beruhigen	der schitz kommt von oben ruhig
3202  3c5b4dcb-7b79-4182-9f81-4231c3d1e128	ja das ist ein zeichen	nach wenn du es grob skizzierst
2172  be18c607-f949-4695-ade8-3fe6be482f87	das ist für uns wichtig	das ist meine freude zu erleben
2580  18525dab-36e9-457a-868f-403ceee2e3af	es wird immer transparenter	du hast ihn nicht getroffen
2440  a465f1d5-9a71-47f9-a36c-f4b399de56bc	insel gruppe ag	jüngster und waschbecken
3286  ecd44637-b249-40c9-85bd-c1e44d578e19	das ist völlig unbestritten	er hat sich nur kurz und gestrickt
2862  875296e0-7bd1-4dd3-b633-bf68f29335e1	es ist noch geld vorhanden	aber geld von handel
218  cf4b09a7-5629-498b-9d2e-e740c4e85177	das ist jedem zu empfehlen	sie hatten sich nie gestritten
2678  be90876a-5c45-4a11-bd6f-dfebd208cbd5	aber wir sind ja optimisten	weshalb haben wir diesen anliegen
3185  55aab903-4681-4dc3-b3c5-ffc371336e3e	es gibt eine grenzstrasse	es gibt den grenzen straf
1005  bd65cd59-718d-4805-9c15-1fd95d60fd57	es ist eine tatsache	und es ist schon vor langer zeit
2189  2991c373-e463-4547-972a-62a706046264	wir sehen das genau gleich	stell dir vor ich stürze
90  66ca3379-97fa-4046-b966-ff5cf8a5cbf9	deshalb mein vorstoss	und doch sitzt du jetzt hier
1501  c4bdc415-adaf-4113-b65a-b1801b0d6a98	das ist nicht fair	doch es kam anders<unk>nein ''
121  264aa052-3329-4c5e-9e11-161fa74124e0	daher für uns ein postulat	ich ertrage dieses spiel gerade
1546  8322a037-c45c-4abd-a042-f35a27aed040	ich weise einfach darauf hin	nein gleich zwei platte reifen
1237  b01c622f-6d37-46d2-80a5-b0493348f6e3	sie ist sogar rückläufig	du hast sie gebeten das zu tun
1618  60865b05-0632-44b1-b3c4-466667ccfba3	allerdings muss ich sagen	muss ich schon wieder erholen
1213  0919c989-08de-4ea9-b785-780babe4e84c	das macht uns stutzig	es erzeugt ausgerufen
1984  0b7f8967-552a-4901-9ba9-b331a76a77f7	dies ist nicht zielführend	prosonen sind schwierig
1805  deb7f3e1-d732-488d-b332-9d19e4916b3a	es ist schon so	was suchst du denn hier
2454  d5211e32-4788-4c54-90e0-cefa67cc0c97	das wäre zu diskutieren	er kehrt heute den boden
294  53be1845-0bd0-4f6e-b422-e594bb10fbea	annecaroline graber	er kommt von oben rein
3161  a0f26bd1-42a9-476e-8cc1-5374f8c518de	sie greift zu kurz	sie spürt was du spürst
2595  15f0ad7a-03b3-47e7-87a3-b912c1071aa6	und was auch richtig ist	und was suchst du denn hier
3278  80ae8c08-9a5b-4297-9b0b-e15bcdaccda3	wir stimmen der motion zu	oder ist das ein mythos
1036  6dc59fed-b8d6-4daf-8b00-afbf8c8f0b56	steuergelder sparen	stell dir vor ich spare
210  289f2935-ef77-4a10-8857-7544622fdcf5	dank für diese korrektur	und doch sitzt du jetzt hier
1561  63ba0930-15cd-49de-84bf-4deb5c30f749	ich mache es kurz	aber er widersprach
2196  42079165-e66d-4b65-9c5a-d87b733dc622	was war der kontext	also habe ich gepfuscht
94  db5ce95a-28ac-4093-b71b-2a63dd2e92e0	es gibt einen grund	es gleitet mir gerade
2045  a744f2c7-bb2e-4080-8565-6bfb775f00ac	der kanton bern	wie ist das mit dem kontrollen
3029  fc941495-d386-4f58-bfe5-b7e56fbac062	schnegg ce matin	richard ich lass dich jetzt los
1313  fb828a76-4433-43a8-9ac7-aa17e3552e67	dies hat uns überzeugt	auf eine begegnung
1455  1b5c4047-1f08-4f57-96fe-9bb8ab15d210	sie müssen warten	sie hatten sich umarmt
366  ccde6798-fe11-4cfb-a9cb-120e45cd6d19	ich lese noch weiter	du hast ihn nicht getroffen
73  82495971-6523-4f96-be13-753b8bb564cf	das ist schlecht	und doch schläft sie
808  534b1d1e-8952-4bcb-9e33-281e76d2f859	das ist extrem hoch	du schielst tatsächlich ein bisschen
938  2d80ee5c-2607-40bf-854f-ed61cb69e355	ich bin gespannt	er hat sie erschreckt
836  43f20c34-8b2f-46e3-96c0-f4ece5df5754	das geht doch nicht an	er schläft nicht hier
3301  982a7d0b-471a-41f1-a42a-b15e4ef82339	sie wissen alle ganz genau dass beim öv gilt	wie wollen sie das schnarchen auf die strahlen
2659  28b3dc55-967e-45cb-a10c-aa0935d0bc75	auch dieser entscheid hatte im vorfeld auswirkungen	von dort aus ging es weiter aufwärts
2394  cdc01554-972c-4185-a6bd-905146c8e91f	sechs planungsverbände waren im raum bern aktiv	die landschafe sind im sommer zusammengestossen
1874  f40c07cb-17b4-43ff-8778-dcbfde483ba3	ja vielleicht ist dies nicht genau die stärke der knaben	nach jedem foul ruft die meter morgen an
2707  1899455e-9d08-40c2-9ffa-41b215c4e25c	ich bitte sie diesem vorstoss ganz klar zuzustimmen	ich streite mich dem vorstoss von der grundpferde
2555  02264c7e-3415-489f-9c1c-a295d21297e4	das macht die bve in der regel selbst das ist klar	durch den nachtel von bettina und achim von ihm angekommen ist
